hour, name , Allocated D , Allocated G
0, parent0agent2, 0.4223751414622553, 0.0
0, parent1agent1, 0.4229156511803199, 1.0551169782168963
0, parent2agent3, 0.423029727279946, 0.0
0, parent3agent3, 0.42124074392961297, 0.0
0, parent2agent1, 0.4219819975035689, 1.0558055810774714
0, parent0agent4, 0.42266156955842094, 0.0
0, parent2agent4, 0.42335920684496275, 0.0
0, parent4agent0, 0.42036376669449266, 1.0553523881282085
0, parent1agent3, 0.4231452676443669, 0.0
0, parent3agent1, 0.4236807616751406, 1.052935098747615
0, parent1agent2, 0.42238942160258197, 0.0
0, parent2agent0, 0.42204437008337, 1.0551901828938566
0, parent4agent4, 0.42281177235683787, 0.0
0, parent3agent4, 0.4225569949715718, 0.0
0, parent4agent1, 0.4208591906624361, 1.0569559650443598
0, parent0agent0, 0.4224942283110269, 1.0586705436641901
0, parent3agent2, 0.4218400155395822, 0.0
0, parent4agent2, 0.42232087270504154, 0.0
0, parent2agent2, 0.42077972583213696, 0.0
0, parent1agent4, 0.4238019480374875, 0.0
0, parent4agent3, 0.4230860298562906, 0.0
0, parent0agent3, 0.4230729497585889, 0.0
0, parent1agent0, 0.4202538259094439, 1.0569303145211546
0, parent0agent1, 0.4228415072260076, 1.0554347702776348
0, parent3agent0, 0.4221714464759337, 1.0556863105300351
1, parent3agent3, 0.6224068716657749, 0.0
1, parent3agent0, 0.48409423351782493, 1.5176472641706877
1, parent2agent2, 0.7383343721749517, 0.0
1, parent1agent1, 0.3645525962613824, 1.5264953446542595
1, parent2agent4, 0.5537507791312137, 0.0
1, parent4agent3, 0.6126508909392676, 0.0
1, parent1agent2, 0.36455259626138237, 0.0
1, parent0agent0, 0.6075876604356374, 1.5162147366522611
1, parent4agent0, 1.0025196397188016, 1.5174367591041897
1, parent0agent4, 0.4556907453267281, 0.0
1, parent0agent2, 0.6075876604356374, 0.0
1, parent4agent2, 1.0025196397188014, 0.0
1, parent1agent0, 0.5146624888395986, 1.5187897422255572
1, parent3agent4, 0.5878287121287874, 0.0
1, parent3agent1, 0.41493791444385, 1.5180404407458588
1, parent2agent3, 0.6460425756530828, 0.0
1, parent1agent4, 0.23588697405148273, 0.0
1, parent1agent3, 0.3431083258930658, 0.0
1, parent0agent3, 0.3949319792831643, 0.0
1, parent0agent1, 0.3645525962613825, 1.5195517143537305
1, parent2agent1, 1.0152097617405584, 1.5222420834115848
1, parent2agent0, 0.6921884739140172, 1.5220472395771134
1, parent4agent4, 0.7240419620191344, 0.0
1, parent4agent1, 1.1139107107986683, 1.5112261859956875
1, parent3agent2, 0.7261413502767373, 0.0
2, parent2agent1, 0.6270580064523191, 1.2852434042836012
2, parent1agent1, 0.7058122343704242, 1.2744819341323241
2, parent4agent4, 0.28547338210063244, 0.0
2, parent3agent3, 0.3334007360136408, 0.0
2, parent3agent2, 0.5501112144225072, 0.0
2, parent2agent2, 0.43871091293916825, 0.0
2, parent1agent2, 0.6955084061314399, 0.0
2, parent0agent3, 0.3869054089201271, 0.0
2, parent3agent0, 0.6093824563804877, 1.28020084082296
2, parent1agent3, 0.6233816084585498, 0.0
2, parent2agent3, 0.6500271641978252, 0.0
2, parent1agent0, 0.7006603202509321, 1.281638624202974
2, parent2agent4, 0.6867778165906352, 0.0
2, parent4agent0, 0.34764314086921455, 1.2750628705594627
2, parent0agent1, 0.5105224897784248, 1.2819366929455422
2, parent3agent1, 0.5519634407336941, 1.279081233696558
2, parent2agent0, 0.5145091334993387, 1.2826572956320939
2, parent4agent2, 0.28674215268774633, 0.0
2, parent4agent3, 0.38316871730840435, 0.0
2, parent0agent4, 0.48644124026057467, 0.0
2, parent0agent0, 0.3708512425748936, 1.2825468992922628
2, parent1agent4, 0.7933947744017907, 0.0
2, parent3agent4, 0.4593521251743496, 0.0
2, parent4agent1, 0.3692122408501512, 1.282439311024366
2, parent0agent2, 0.4382787412248742, 0.0
3, parent2agent2, 0.4913809102604761, 0.0
3, parent1agent1, 0.3367938830028895, 0.9980400059233752
3, parent4agent2, 0.3192602320566853, 0.0
3, parent0agent3, 0.32679710400733153, 0.0
3, parent0agent1, 0.508184487424245, 0.999447241132141
3, parent3agent2, 0.4780021943188607, 0.0
3, parent2agent4, 0.4624761508333893, 0.0
3, parent0agent2, 0.3852608061003863, 0.0
3, parent3agent3, 0.3913843470261813, 0.0
3, parent1agent3, 0.37833674081822394, 0.0
3, parent3agent4, 0.3641157654710785, 0.0
3, parent4agent4, 0.26338969144676533, 0.0
3, parent3agent1, 0.42827713383602617, 1.004984723105267
3, parent1agent4, 0.40504286369951026, 0.0
3, parent4agent1, 0.3283819529725906, 1.001521370303747
3, parent1agent2, 0.4005918432192959, 0.0
3, parent4agent0, 0.24058538915700212, 0.9969645829604326
3, parent3agent0, 0.4266730996269026, 0.9979558122103352
3, parent2agent0, 0.437425359329914, 1.0040257633392846
3, parent0agent4, 0.36577290540270135, 0.0
3, parent2agent3, 0.5222126536493688, 0.0
3, parent4agent3, 0.31241894136975634, 0.0
3, parent1agent0, 0.45845510946208307, 1.000810410401783
3, parent0agent0, 0.4062477760825085, 1.0001442739969488
3, parent2agent1, 0.564606300809096, 0.9981794580099567
4, parent1agent2, 0.4235183296565054, 0.0
4, parent4agent1, 0.4200725838880381, 1.0535798581356142
4, parent4agent3, 0.42147453666969226, 0.0
4, parent1agent4, 0.42175338913143856, 0.0
4, parent0agent2, 0.42210226040496723, 0.0
4, parent1agent3, 0.42264760952342395, 0.0
4, parent2agent1, 0.4224376511074797, 1.0554147503047588
4, parent3agent1, 0.4215126499370802, 1.0601433863536884
4, parent4agent0, 0.42348439653562314, 1.0568487011320602
4, parent3agent4, 0.4236691711519818, 0.0
4, parent2agent3, 0.4226316613657209, 0.0
4, parent0agent1, 0.4226550585775073, 1.0567973061649807
4, parent3agent0, 0.4205153472724593, 1.0554360240730851
4, parent3agent2, 0.42243429701110147, 0.0
4, parent0agent4, 0.421621962536214, 0.0
4, parent3agent3, 0.42154612317282564, 0.0
4, parent2agent4, 0.42184204009869386, 0.0
4, parent0agent0, 0.424466222267484, 1.059066758611566
4, parent2agent2, 0.42212194603367914, 0.0
4, parent1agent1, 0.42294111455205724, 1.05230448920999
4, parent2agent0, 0.4229136354095013, 1.0546020704835815
4, parent0agent3, 0.42399163430282727, 0.0
4, parent4agent4, 0.4220376648137032, 0.0
4, parent4agent2, 0.42387606589102256, 0.0
4, parent1agent0, 0.4224069895407802, 1.056480996382483
5, parent3agent3, 0.36943657644381045, 0.01846451129898677
5, parent0agent3, 0.37048636678343116, 0.018486877888817817
5, parent3agent1, 0.36903291684697287, 0.8965968961672492
5, parent4agent1, 0.36970033807375385, 0.8966140034444824
5, parent1agent2, 0.36878609198947765, 0.018481135575220242
5, parent1agent4, 0.3689141540463363, 0.018467281946777662
5, parent1agent3, 0.36981006106398295, 0.018454527980549026
5, parent2agent0, 0.3696190040528812, 0.8983312946530495
5, parent3agent0, 0.36970642188252867, 0.8977055451846354
5, parent2agent2, 0.3697808025189235, 0.01852884424056069
5, parent0agent4, 0.3689565160785531, 0.018478766036039675
5, parent2agent1, 0.36971926873692434, 0.8945130579442397
5, parent3agent4, 0.3703901712846392, 0.01847729119052573
5, parent4agent2, 0.3699847900689197, 0.01839698886637779
5, parent4agent3, 0.369665383205293, 0.018442048128302687
5, parent3agent2, 0.37082257347382075, 0.01854751027575727
5, parent0agent2, 0.3712920982086561, 0.018449608276763226
5, parent4agent4, 0.36962356616669745, 0.018412715259990674
5, parent0agent0, 0.36859660368977937, 0.8954910599711204
5, parent1agent1, 0.3696520797452459, 0.8969051162168945
5, parent4agent0, 0.3693209141151425, 0.8952090153628391
5, parent0agent1, 0.36903810392025366, 0.8952667309700881
5, parent1agent0, 0.3695323749684256, 0.8966775137179895
5, parent2agent4, 0.3696835264455798, 0.01850546676301341
5, parent2agent3, 0.3688980280017173, 0.018544924451475656
6, parent4agent0, 0.447155995534094, 1.6405859212625549
6, parent2agent1, 0.8698360839442166, 1.6425282322454926
6, parent1agent3, 0.48324226885789806, 0.06891373769340606
6, parent2agent3, 0.7248634032868473, 0.0691331338774057
6, parent3agent2, 0.8585395114254608, 0.06908514281534821
6, parent0agent1, 0.9062361509490976, 1.6418068113292763
